,,,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,,,,,,,,,,,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,Tot. Off.,Tot. Off.,Penalties,Penalties,Penalties,Penalties,Penalties,Penalties,,Kicking,Kicking,Kicking,Kicking,,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,Tot. Off.,First Downs,First Downs,First Downs,First Downs,Downs,Downs,Downs,Downs,Downs,Downs,,PAT,PAT,FG,FG,,,
78,CAR,2018-12-17,2,2,4,48,9,80,0,2,46.7,30.8,Mon,14,15,,NOR,L 9-12,13,5,7,1,15,7,46.7,2,1,50.0,346,2,4,48,9,80,13,128,1,0,0,2,2,0,247,57,4.33,69,5.01,2,24:51,3:02,21,11,8,2,13,4,30.8,1,1,100.0,1,1,1,0,0,0,0,0
79,CAR,2018-12-23,4,2,10,86,4,41,1,1,50.0,40.0,Sun,15,16,,ATL,L 10-24,29,8,19,2,14,7,50.0,2,0,0.0,427,2,10,86,4,41,14,127,3,3,3,1,1,0,436,84,5.19,48,8.90,4,37:29,3:00,16,6,8,2,10,4,40.0,0,0,,1,1,1,1,1,0,0,0
80,CAR,2018-12-30,0,1,2,10,6,94,2,0,46.2,40.0,Sun,16,17,@,NOR,W 33-14,25,11,10,4,13,6,46.2,2,1,50.0,294,1,2,10,6,94,8,104,2,2,2,0,0,0,374,68,5.50,51,5.76,0,33:26,3:00,17,9,8,0,10,4,40.0,1,0,0.0,4,4,3,2,2,0,0,0
81,CAR,2019-09-08,3,1,6,46,5,43,2,3,45.5,52.9,Sun,1,1,,LAR,L 27-30,21,8,13,0,11,5,45.5,0,0,,349,1,6,46,5,43,11,89,3,3,3,4,3,0,343,64,5.36,72,4.85,3,26:44,3:12,22,9,12,1,17,9,52.9,0,0,,3,3,3,3,2,0,0,0
82,CAR,2019-09-12,1,0,5,50,12,66,4,2,21.4,16.7,Thu,2,2,,TAM,L 14-20,20,2,16,2,14,3,21.4,3,0,0.0,289,0,5,50,12,66,17,116,2,2,2,3,2,0,352,73,4.82,59,4.90,1,26:07,3:51,16,6,9,1,12,2,16.7,0,0,,0,0,0,4,4,0,0,1
83,CAR,2019-09-22,1,2,3,35,7,52,1,2,40.0,52.9,Sun,3,3,@,ARI,W 38-20,21,4,14,3,10,4,40.0,0,0,,248,2,3,35,7,52,10,87,2,2,2,2,2,0,413,59,7.00,73,3.40,1,28:16,2:56,21,10,9,2,17,9,52.9,1,1,100.0,5,5,5,1,1,0,0,0
84,CAR,2019-09-29,3,2,6,35,7,81,3,1,50.0,36.4,Sun,4,4,@,HOU,W 16-10,19,3,15,1,14,7,50.0,0,0,,264,2,6,35,7,81,13,116,1,1,1,2,1,0,297,65,4.57,62,4.26,3,30:38,3:06,18,8,7,3,11,4,36.4,0,0,,1,1,1,3,3,0,0,0
85,CAR,2019-10-06,0,3,8,70,9,84,0,2,33.3,46.2,Sun,5,5,,JAX,W 34-27,22,9,10,3,12,4,33.3,1,0,0.0,507,3,8,70,9,84,17,154,3,3,3,2,2,0,445,61,7.30,77,6.58,0,27:36,3:28,28,8,18,2,13,6,46.2,0,0,,5,5,4,2,0,0,0,0
86,CAR,2019-10-13,1,7,3,30,9,70,3,1,20.0,33.3,Sun,6,6,@,TAM,W 37-26,17,3,12,2,15,3,20.0,1,1,100.0,407,7,3,30,9,70,12,100,3,1,1,1,1,0,268,63,4.25,75,5.43,1,31:10,3:26,23,3,19,1,15,5,33.3,2,1,50.0,4,4,4,5,3,0,0,0
87,CAR,2019-10-27,3,1,9,70,4,31,1,1,15.4,50.0,Sun,7,8,@,SFO,L 13-51,12,4,8,0,13,2,15.4,2,0,0.0,388,1,9,70,4,31,13,101,7,6,6,1,1,0,230,63,3.65,63,6.16,3,26:59,3:04,24,10,12,2,10,5,50.0,0,0,,1,0,0,1,1,1,1,1
88,CAR,2019-11-03,1,3,6,77,11,99,1,0,35.7,30.0,Sun,8,9,,TEN,W 30-20,22,7,13,2,14,5,35.7,2,2,100.0,431,3,6,77,11,99,17,176,3,2,2,3,0,0,370,68,5.44,64,6.73,1,33:17,3:17,24,5,17,2,10,3,30.0,1,1,100.0,4,4,3,2,1,0,0,0
89,CAR,2019-11-10,2,0,5,46,10,64,1,1,40.0,44.4,Sun,9,10,@,GNB,L 16-24,26,6,19,1,10,4,40.0,1,1,100.0,388,0,5,46,10,64,15,110,3,3,3,1,1,0,401,69,5.81,58,6.69,2,28:38,3:17,23,10,9,4,9,4,44.4,0,0,,2,1,1,1,1,1,0,0
90,CAR,2019-11-17,4,0,8,68,3,20,1,3,14.3,42.9,Sun,10,11,,ATL,L 3-29,17,2,15,0,14,2,14.3,5,3,60.0,349,0,8,68,3,20,11,88,3,2,2,4,3,0,347,70,4.96,61,5.72,4,28:34,3:04,20,4,15,1,14,6,42.9,1,1,100.0,0,0,0,1,1,0,0,0
91,CAR,2019-11-24,1,1,3,25,12,123,2,2,38.5,40.0,Sun,11,12,@,NOR,L 31-34,26,6,15,5,13,5,38.5,1,1,100.0,418,1,3,25,12,123,15,148,4,4,4,2,2,0,351,69,5.09,59,7.08,1,31:33,3:26,23,5,17,1,10,4,40.0,1,0,0.0,4,3,1,3,2,1,0,0
92,CAR,2019-12-01,2,0,5,43,6,65,0,3,31.3,27.3,Sun,12,13,,WAS,L 21-29,22,2,18,2,16,5,31.3,2,1,50.0,362,0,5,43,6,65,11,108,3,2,2,4,3,0,278,73,3.81,60,6.03,2,29:23,3:32,20,11,8,1,11,3,27.3,0,0,,3,3,3,0,0,0,0,0
93,CAR,2019-12-08,4,0,7,44,6,58,2,4,30.0,41.7,Sun,13,14,@,ATL,L 20-40,27,8,18,1,10,3,30.0,0,0,,461,0,7,44,6,58,13,102,4,4,4,4,4,0,345,68,5.07,67,6.88,4,28:16,3:11,22,9,13,0,12,5,41.7,0,0,,2,2,2,2,2,0,0,0
94,CAR,2019-12-15,3,1,2,15,5,40,1,1,45.5,40.0,Sun,14,15,,SEA,L 24-30,28,10,18,0,11,5,45.5,0,0,,428,1,2,15,5,40,7,55,4,4,3,1,1,0,414,72,5.75,63,6.79,3,28:42,3:06,21,10,10,1,10,4,40.0,1,1,100.0,3,3,3,1,1,0,0,0
95,CAR,2019-12-22,3,0,6,46,0,0,2,1,28.6,36.4,Sun,15,16,@,IND,L 6-38,19,6,13,0,14,4,28.6,4,2,50.0,324,0,6,46,0,0,6,46,5,5,5,1,1,0,286,71,4.03,62,5.23,3,32:21,3:02,25,14,6,5,11,4,36.4,2,1,50.0,0,0,0,2,2,0,0,0
96,CAR,2019-12-29,3,0,5,54,3,44,1,0,31.3,36.4,Sun,16,17,,NOR,L 10-42,16,2,13,1,16,5,31.3,2,1,50.0,379,0,5,54,3,44,8,98,6,6,6,0,0,0,329,69,4.77,67,5.66,3,24:20,3:06,25,6,16,3,11,4,36.4,0,0,,1,1,1,1,1,0,0,0
97,CAR,2020-09-13,0,0,5,65,3,40,3,2,53.8,54.5,Sun,1,1,,LVR,L 30-34,22,8,13,1,13,7,53.8,2,1,50.0,372,0,5,65,3,40,8,105,4,4,4,2,2,0,388,65,5.97,61,6.10,0,28:48,3:00,23,10,11,2,11,6,54.5,0,0,,3,2,1,3,3,1,1,0
98,CAR,2020-09-20,4,2,9,77,5,37,1,1,54.5,45.5,Sun,2,2,@,TAM,L 17-31,24,5,18,1,11,6,54.5,2,1,50.0,339,2,9,77,5,37,14,114,4,4,4,1,1,0,427,71,6.01,57,5.95,4,34:32,3:14,20,5,11,4,11,5,45.5,0,0,,2,2,2,1,1,0,0,0
99,CAR,2020-09-27,0,4,3,30,8,60,5,1,25.0,66.7,Sun,3,3,@,LAC,W 21-16,14,2,10,2,12,3,25.0,0,0,,436,4,3,30,8,60,11,90,2,1,1,1,1,0,302,51,5.92,74,5.89,0,28:49,3:04,26,7,18,1,15,10,66.7,0,0,,1,1,0,5,5,0,0,0
100,CAR,2020-10-04,1,1,10,72,5,29,1,0,63.6,33.3,Sun,4,4,,ARI,W 31-21,30,11,17,2,11,7,63.6,1,1,100.0,262,1,10,72,5,29,15,101,3,3,3,0,0,0,444,72,6.17,55,4.76,1,37:08,3:02,21,6,11,4,9,3,33.3,0,0,,4,4,4,2,1,0,0,0
101,CAR,2020-10-11,0,1,4,25,3,40,3,3,50.0,46.2,Sun,5,5,@,ATL,W 23-16,24,5,18,1,12,6,50.0,0,0,,373,1,4,25,3,40,7,65,1,1,1,3,3,0,437,63,6.94,63,5.92,0,33:05,2:56,21,10,11,0,13,6,46.2,1,1,100.0,2,2,2,3,3,0,0,0
102,CAR,2020-10-18,3,1,8,69,10,92,3,3,23.1,50.0,Sun,6,6,,CHI,L 16-23,23,8,8,7,13,3,23.1,2,1,50.0,261,1,8,69,10,92,18,161,2,2,2,3,3,0,303,62,4.89,64,4.08,3,31:06,3:08,22,5,14,3,14,7,50.0,0,0,,1,1,1,4,3,0,0,0
103,CAR,2020-10-25,0,1,1,5,6,50,1,2,66.7,85.7,Sun,7,7,@,NOR,L 24-27,18,4,11,3,9,6,66.7,0,0,,415,1,1,5,6,50,7,55,3,3,3,2,2,0,283,43,6.58,67,6.19,0,25:19,2:44,26,9,16,1,14,12,85.7,0,0,,3,3,3,2,1,0,0,0
104,CAR,2020-10-29,1,1,6,30,6,63,1,4,20.0,33.3,Thu,8,8,,ATL,L 17-25,18,6,9,3,10,2,20.0,3,1,33.3,401,1,6,30,6,63,12,93,2,2,1,4,4,0,304,52,5.85,68,5.90,1,23:30,3:04,28,10,14,4,9,3,33.3,0,0,,2,2,2,1,1,0,0,0
105,CAR,2020-11-08,0,1,12,82,8,75,1,2,43.8,54.5,Sun,9,9,@,KAN,L 31-33,30,7,18,5,16,7,43.8,3,3,100.0,397,1,12,82,8,75,20,157,4,4,3,3,2,0,435,76,5.72,58,6.84,0,38:01,3:20,24,3,18,3,11,6,54.5,0,0,,4,4,4,3,1,0,0,0
106,CAR,2020-11-15,1,1,5,40,3,30,1,4,11.1,62.5,Sun,10,10,,TAM,L 23-46,13,5,7,1,9,1,11.1,3,1,33.3,544,1,5,40,3,30,8,70,5,5,4,4,4,0,187,47,3.98,77,7.06,1,23:55,3:12,30,9,18,3,16,10,62.5,1,1,100.0,3,2,2,1,1,1,0,0
107,CAR,2020-11-22,2,1,7,45,4,20,2,0,33.3,21.4,Sun,11,11,,DET,W 20-0,20,7,12,1,15,5,33.3,0,0,,185,1,7,45,4,20,11,65,0,0,0,1,0,0,374,70,5.34,55,3.36,2,36:48,2:52,10,0,9,1,14,3,21.4,3,1,33.3,2,2,2,2,2,0,0,0
108,CAR,2020-11-29,1,3,7,58,8,52,2,2,42.9,46.2,Sun,12,12,@,MIN,L 27-28,21,10,10,1,14,6,42.9,1,1,100.0,387,3,7,58,8,52,15,110,3,2,2,2,2,0,374,64,5.84,71,5.45,1,28:47,3:20,26,7,18,1,13,6,46.2,1,1,100.0,3,3,3,4,2,0,0,0
109,CAR,2020-12-13,0,1,7,48,2,18,2,0,42.9,37.5,Sun,13,14,,DEN,L 27-32,22,8,13,1,14,6,42.9,1,0,0.0,365,1,7,48,2,18,9,66,5,4,2,0,0,0,370,65,5.69,58,6.29,0,30:28,3:03,23,7,13,3,8,3,37.5,0,0,,3,3,3,2,2,0,0,0
110,CAR,2020-12-19,1,0,7,66,5,50,3,1,33.3,41.7,Sat,14,15,@,GNB,L 16-24,20,10,8,2,12,4,33.3,2,1,50.0,291,0,7,66,5,50,12,116,3,3,3,1,1,0,364,65,5.60,61,4.77,1,30:51,3:05,20,9,8,3,12,5,41.7,0,0,,1,1,1,3,3,0,0,0
111,CAR,2020-12-27,2,4,3,35,5,26,0,2,40.0,46.7,Sun,15,16,@,WAS,W 20-13,19,7,11,1,15,6,40.0,3,2,66.7,386,4,3,35,5,26,8,61,1,1,1,2,2,0,280,67,4.18,69,5.59,2,35:36,3:01,20,8,10,2,15,7,46.7,3,1,33.3,3,3,2,0,0,0,0,0
112,CAR,2021-01-03,5,0,1,5,4,31,0,2,11.1,42.9,Sun,16,17,,NOR,L 7-33,17,7,9,1,9,1,11.1,4,2,50.0,347,0,1,5,4,31,5,36,4,4,3,2,2,0,320,60,5.33,64,5.42,5,29:06,2:52,20,9,11,0,14,6,42.9,1,1,100.0,1,1,1,0,0,0,0,0
113,CAR,2021-09-12,1,1,6,38,5,30,2,0,28.6,30.8,Sun,1,1,,NYJ,W 19-14,18,4,14,0,14,4,28.6,1,0,0.0,252,1,6,38,5,30,11,68,2,0,0,0,0,0,381,63,6.05,60,4.20,1,31:20,3:14,16,4,10,2,13,4,30.8,2,1,50.0,2,2,1,2,2,0,0,0
114,CAR,2021-09-19,1,2,5,49,11,115,2,0,53.3,18.2,Sun,2,2,,NOR,W 26-7,28,4,18,6,15,8,53.3,0,0,,128,2,5,49,11,115,16,164,1,1,1,0,0,0,383,73,5.25,43,2.98,1,38:32,3:08,6,2,3,1,11,2,18.2,2,0,0.0,3,3,2,3,2,0,0,0
115,CAR,2021-09-23,0,0,8,64,7,51,1,1,45.5,11.1,Thu,3,3,@,HOU,W 24-9,28,10,15,3,11,5,45.5,1,0,0.0,193,0,8,64,7,51,15,115,1,1,0,1,1,0,407,70,5.81,49,3.94,0,35:45,2:52,14,2,10,2,9,1,11.1,1,0,0.0,3,3,3,1,1,0,0,0
116,CAR,2021-10-03,2,0,6,32,7,50,0,1,30.8,33.3,Sun,4,4,@,DAL,L 28-36,24,9,13,2,13,4,30.8,3,3,100.0,433,0,6,32,7,50,13,82,5,3,3,1,1,0,379,68,5.57,56,7.73,2,33:36,3:12,24,12,10,2,9,3,33.3,1,1,100.0,4,4,4,1,0,0,0,0
117,CAR,2021-10-10,3,2,9,69,6,60,3,2,33.3,30.8,Sun,5,5,,PHI,L 18-21,17,6,9,2,15,5,33.3,0,0,,273,2,9,69,6,60,15,129,2,1,1,2,2,0,267,70,3.81,61,4.48,3,35:03,3:10,15,6,8,1,13,4,30.8,1,0,0.0,1,1,1,3,3,0,0,1
118,CAR,2021-10-17,3,1,6,28,11,98,2,3,16.7,43.8,Sun,6,6,,MIN,L 28-34 (OT),20,8,8,4,12,2,16.7,2,2,100.0,571,1,6,28,11,98,17,126,4,1,1,5,3,0,306,68,4.50,84,6.80,3,26:34,3:41,26,10,16,0,16,7,43.8,0,0,,3,2,2,2,2,1,1,0
119,CAR,2021-10-24,1,0,7,37,8,60,1,3,13.3,43.8,Sun,7,7,@,NYG,L 3-25,11,3,8,0,15,2,13.3,4,2,50.0,302,0,7,37,8,60,15,97,2,2,2,3,3,1,173,62,2.79,67,4.51,1,25:25,3:01,21,7,11,3,16,7,43.8,1,0,0.0,0,0,0,1,1,0,0,0
120,CAR,2021-10-31,1,2,8,76,3,15,4,2,58.8,30.0,Sun,8,8,@,ATL,W 19-13,21,13,7,1,17,10,58.8,0,0,,213,2,8,76,3,15,11,91,1,1,1,3,2,0,332,72,4.61,50,4.26,1,35:23,2:54,17,2,11,4,10,3,30.0,1,1,100.0,1,1,1,4,4,0,0,0
121,CAR,2021-11-07,3,2,10,83,6,35,2,1,27.3,42.9,Sun,9,9,,NWE,L 6-24,13,5,8,0,11,3,27.3,1,0,0.0,273,2,10,83,6,35,16,118,3,3,3,2,1,0,240,57,4.21,59,4.63,3,27:31,2:54,17,10,5,2,14,6,42.9,1,1,100.0,0,0,0,2,2,0,0,0
122,CAR,2021-11-14,2,2,9,115,4,58,4,1,46.7,30.8,Sun,10,10,@,ARI,W 34-10,24,13,10,1,15,7,46.7,0,0,,169,2,9,115,4,58,13,173,1,1,1,1,1,0,341,70,4.87,53,3.19,2,37:42,3:02,11,3,6,2,13,4,30.8,3,0,0.0,3,2,2,4,4,1,1,0
123,CAR,2021-11-21,0,1,7,65,8,69,0,2,22.2,46.2,Sun,11,11,,WAS,L 21-27,18,5,10,3,9,2,22.2,3,1,33.3,369,1,7,65,8,69,15,134,3,3,3,2,2,0,297,49,6.06,65,5.68,0,24:07,3:06,24,12,10,2,13,6,46.2,2,2,100.0,3,3,3,0,0,0,0,0
124,CAR,2021-11-28,3,1,7,61,5,35,1,2,28.6,42.9,Sun,12,12,@,MIA,L 10-33,10,5,5,0,14,4,28.6,3,2,66.7,315,1,7,61,5,35,12,96,3,4,3,2,2,0,198,54,3.67,72,4.38,3,22:26,2:56,22,9,11,2,14,6,42.9,2,2,100.0,1,1,1,1,1,0,0,0
125,CAR,2021-12-12,3,1,6,45,6,60,0,3,36.4,50.0,Sun,13,14,,ATL,L 21-29,21,7,13,1,11,4,36.4,3,1,33.3,318,1,6,45,6,60,12,105,3,2,2,3,3,0,334,62,5.39,64,4.97,3,25:23,2:55,20,9,10,1,14,7,50.0,2,2,100.0,3,3,3,0,0,0,0,0
126,CAR,2021-12-19,1,1,5,55,8,67,0,1,41.2,42.9,Sun,14,15,@,BUF,L 14-31,19,9,8,2,17,7,41.2,5,1,20.0,312,1,5,55,8,67,13,122,4,4,4,1,1,0,275,71,3.87,65,4.80,1,31:25,3:11,21,6,12,3,14,6,42.9,1,1,100.0,2,0,0,0,0,2,1,0
127,CAR,2021-12-26,1,0,6,32,6,50,2,4,38.9,50.0,Sun,15,16,,TAM,L 6-32,16,4,10,2,18,7,38.9,2,0,0.0,391,0,6,32,6,50,12,82,3,2,2,4,4,0,273,67,4.07,62,6.31,1,26:36,3:09,21,8,12,1,14,7,50.0,0,0,,0,0,0,2,2,0,0,0
128,CAR,2022-01-02,2,0,1,5,5,33,1,4,42.9,38.5,Sun,16,17,@,NOR,L 10-18,16,7,8,1,14,6,42.9,0,0,,280,0,1,5,5,33,6,38,1,1,0,4,4,0,178,59,3.02,58,4.83,2,30:31,2:51,15,4,10,1,13,5,38.5,0,0,,1,1,1,2,1,0,0,0
129,CAR,2022-01-09,2,0,1,10,2,10,1,2,28.6,36.4,Sun,17,18,@,TAM,L 17-41,18,6,10,2,14,4,28.6,6,2,33.3,409,0,1,10,2,10,3,20,5,5,5,3,2,0,317,71,4.46,60,6.82,2,35:05,2:59,21,6,15,0,11,4,36.4,1,1,100.0,2,2,2,1,1,0,0,0
130,CAR,2022-09-11,1,0,8,96,9,71,1,4,36.4,44.4,Sun,1,1,,CLE,L 24-26,15,5,7,3,11,4,36.4,0,0,,355,0,8,96,9,71,17,167,2,2,2,4,4,0,261,50,5.22,74,4.80,1,21:34,3:16,23,11,7,5,18,8,44.4,2,1,50.0,3,3,3,1,1,0,0,0
131,CAR,2022-09-18,2,0,5,38,8,62,3,4,16.7,33.3,Sun,2,2,@,NYG,L 16-19,18,7,7,4,12,2,16.7,1,1,100.0,265,0,5,38,8,62,13,100,1,1,1,4,4,0,275,54,5.09,70,3.79,2,23:55,3:00,18,8,8,2,18,6,33.3,1,1,100.0,1,1,1,3,3,0,0,0
132,CAR,2022-09-25,0,3,4,40,7,58,3,0,28.6,38.5,Sun,3,3,,NOR,W 22-14,12,7,5,0,14,4,28.6,1,0,0.0,426,3,4,40,7,58,11,98,2,2,2,2,0,0,293,59,4.97,64,6.66,0,30:10,3:01,19,4,14,1,13,5,38.5,0,0,,2,1,1,3,3,1,0,0
133,CAR,2022-10-02,3,1,6,76,7,61,1,2,20.0,40.0,Sun,4,4,,ARI,L 16-26,11,3,8,0,10,2,20.0,3,1,33.3,338,1,6,76,7,61,13,137,3,2,2,2,2,0,220,51,4.31,70,4.83,3,21:25,3:07,20,8,10,2,15,6,40.0,2,0,0.0,2,1,1,1,1,1,0,0
134,CAR,2022-10-09,1,1,5,33,9,50,3,1,20.0,58.3,Sun,5,5,,SFO,L 15-37,15,4,10,1,15,3,20.0,5,3,60.0,397,1,5,33,9,50,14,83,5,5,4,2,1,0,308,65,4.74,61,6.51,1,29:42,3:07,22,9,12,1,12,7,58.3,0,0,,1,0,0,4,3,1,0,0
135,CAR,2022-10-16,1,1,3,30,7,49,1,1,20.0,50.0,Sun,6,6,@,LAR,L 10-24,8,3,5,0,10,2,20.0,0,0,,360,1,3,30,7,49,10,79,3,3,3,1,1,0,203,44,4.61,63,5.71,1,22:55,2:58,22,5,16,1,12,6,50.0,0,0,,1,1,1,1,1,0,0,0
136,CAR,2022-10-23,0,0,3,15,4,30,0,1,33.3,16.7,Sun,7,7,,TAM,W 21-3,14,5,8,1,12,4,33.3,0,0,,322,0,3,15,4,30,7,45,0,0,0,1,1,0,343,50,6.86,66,4.88,0,29:24,2:44,17,3,14,0,12,2,16.7,3,1,33.3,3,3,3,0,0,0,0,0
137,CAR,2022-10-30,1,2,9,74,7,64,2,3,38.5,50.0,Sun,8,8,@,ATL,L 34-37 (OT),23,10,12,1,13,5,38.5,2,1,50.0,406,2,9,74,7,64,16,138,4,4,4,3,3,0,478,73,6.55,67,6.06,1,31:31,3:39,21,7,14,0,12,6,50.0,0,0,,4,3,2,3,2,1,1,0
138,CAR,2022-11-06,3,0,7,50,5,35,0,0,25.0,60.0,Sun,9,9,@,CIN,L 21-42,13,4,8,1,8,2,25.0,1,1,100.0,464,0,7,50,5,35,12,85,6,6,6,1,0,0,228,48,4.75,72,6.44,3,20:39,2:54,30,19,10,1,10,6,60.0,0,0,,3,3,3,0,0,0,0,0
139,CAR,2022-11-10,0,1,10,89,4,37,4,1,40.0,27.3,Thu,10,10,,ATL,W 25-15,18,13,4,1,15,6,40.0,0,0,,291,1,10,89,4,37,14,126,2,2,0,1,1,0,333,64,5.20,60,4.85,0,34:12,3:00,20,6,11,3,11,3,27.3,2,0,0.0,2,2,1,4,4,0,0,0
140,CAR,2022-11-20,3,1,9,66,10,93,1,2,25.0,40.0,Sun,11,11,@,BAL,L 3-13,13,4,7,2,12,3,25.0,1,0,0.0,308,1,9,66,10,93,19,159,1,1,1,2,2,0,205,54,3.80,66,4.67,3,26:46,3:12,19,10,9,0,15,6,40.0,0,0,,0,0,0,1,1,0,0,0
141,CAR,2022-11-27,1,2,4,34,4,44,3,1,16.7,28.6,Sun,12,12,,DEN,W 23-10,19,10,9,0,12,2,16.7,2,2,100.0,246,2,4,34,4,44,8,78,1,1,1,2,1,0,349,65,5.37,57,4.32,1,37:03,3:06,14,4,8,2,14,4,28.6,1,0,0.0,2,2,2,3,3,0,0,0
142,CAR,2022-12-11,0,2,6,29,3,35,3,1,46.2,46.2,Sun,13,14,@,SEA,W 30-24,24,14,8,2,13,6,46.2,2,1,50.0,287,2,6,29,3,35,9,64,3,3,3,1,1,0,328,72,4.56,53,5.42,0,39:16,3:02,16,2,13,1,13,6,46.2,1,1,100.0,3,3,3,3,3,0,0,0
143,CAR,2022-12-18,0,0,5,40,7,81,3,1,36.4,75.0,Sun,14,15,,PIT,L 16-24,12,0,10,2,11,4,36.4,0,0,,325,0,5,40,7,81,12,121,3,3,3,1,1,0,209,43,4.86,68,4.78,0,23:49,2:52,22,13,9,0,16,12,75.0,0,0,,1,1,1,3,3,0,0,0
144,CAR,2022-12-24,0,1,10,74,4,30,3,1,33.3,33.3,Sat,15,16,,DET,W 37-23,30,16,11,3,9,3,33.3,1,1,100.0,381,1,10,74,4,30,14,104,3,2,2,1,1,0,570,65,8.77,61,6.25,0,35:13,3:07,22,3,15,4,12,4,33.3,3,2,66.7,4,4,4,3,3,0,0,0
145,CAR,2023-01-01,3,1,8,58,8,51,1,1,36.4,26.7,Sun,16,17,@,TAM,L 24-30,22,4,15,3,11,4,36.4,2,1,50.0,478,1,8,58,8,51,16,109,4,2,1,3,1,0,400,61,6.56,73,6.55,3,26:50,3:20,25,6,17,2,15,4,26.7,2,2,100.0,3,3,3,1,1,0,0,0
146,CAR,2023-01-08,2,1,2,20,2,15,1,0,57.1,30.8,Sun,17,18,@,NOR,W 10-7,14,10,4,0,14,8,57.1,0,0,,304,1,2,20,2,15,4,35,1,1,1,2,0,0,203,58,3.50,58,5.24,2,30:55,2:43,16,7,7,2,13,4,30.8,1,0,0.0,1,1,1,1,1,0,0,0
147,CAR,2023-09-10,3,0,9,66,6,43,1,1,35.7,20.0,Sun,1,1,@,ATL,L 10-24,20,9,9,2,14,5,35.7,2,0,0.0,221,0,9,66,6,43,15,109,3,3,3,1,1,0,281,72,3.90,48,4.60,3,34:41,3:06,13,7,6,0,10,2,20.0,0,0,,1,1,1,1,1,0,0,0
148,CAR,2023-09-18,1,1,6,35,3,32,3,2,28.6,43.8,Mon,2,2,,NOR,L 17-20,14,4,8,2,14,4,28.6,1,1,100.0,341,1,6,35,3,32,9,67,2,2,2,2,2,0,239,56,4.27,74,4.61,1,27:11,3:07,23,10,11,2,16,7,43.8,0,0,,1,0,0,3,3,1,1,0
149,CAR,2023-09-24,0,1,13,82,8,82,2,5,52.6,23.1,Sun,3,3,@,SEA,L 27-37,23,3,17,3,19,10,52.6,1,0,0.0,425,1,13,82,8,82,21,164,3,2,2,5,5,0,378,75,5.04,71,5.99,0,29:32,3:35,27,10,14,3,13,3,23.1,1,1,100.0,3,3,3,3,2,0,0,0
150,CAR,2023-10-01,1,2,6,80,7,37,2,0,35.7,12.5,Sun,4,4,,MIN,L 13-21,20,7,11,2,14,5,35.7,3,2,66.7,265,2,6,80,7,37,13,117,3,3,3,0,0,0,232,68,3.41,44,6.02,1,38:29,2:43,14,4,9,1,8,1,12.5,2,1,50.0,1,1,1,2,2,0,0,0
151,CAR,2023-10-08,3,0,7,45,5,35,1,0,50.0,40.0,Sun,5,5,@,DET,L 24-42,26,7,15,4,10,5,50.0,1,1,100.0,377,0,7,45,5,35,12,80,6,6,6,0,0,0,342,65,5.26,60,6.28,3,28:45,3:08,23,11,11,1,10,4,40.0,2,1,50.0,3,3,3,1,1,0,0,0
152,CAR,2023-10-15,0,1,3,11,3,25,0,0,35.7,53.8,Sun,6,6,@,MIA,L 21-42,21,6,13,2,14,5,35.7,4,0,0.0,424,1,3,11,3,25,6,36,6,6,6,0,0,0,296,68,4.35,65,6.52,0,30:44,3:01,23,8,14,1,13,7,53.8,0,0,,3,3,3,1,0,0,0,0
153,CAR,2023-10-29,0,1,3,20,10,70,3,0,35.7,41.7,Sun,7,8,,HOU,W 15-13,20,3,11,6,14,5,35.7,2,1,50.0,229,1,3,20,10,70,13,90,2,1,1,0,0,0,224,61,3.67,56,4.09,0,30:29,2:57,16,6,10,0,12,5,41.7,1,1,100.0,1,1,0,3,3,0,0,0
154,CAR,2023-11-05,3,1,10,81,5,25,2,2,43.8,30.8,Sun,8,9,,IND,L 13-27,17,10,7,0,16,7,43.8,3,2,66.7,198,1,10,81,5,25,15,106,3,3,3,2,2,0,275,71,3.87,57,3.47,3,31:09,3:01,17,5,7,5,13,4,30.8,0,0,,1,1,1,2,2,0,0,0
155,CAR,2023-11-09,0,0,5,45,7,44,2,3,20.0,40.0,Thu,9,10,@,CHI,L 13-16,12,4,6,2,15,3,20.0,3,3,100.0,295,0,5,45,7,44,12,89,1,1,1,3,3,0,213,57,3.74,70,4.21,0,26:29,2:53,21,10,10,1,15,6,40.0,1,1,100.0,1,1,1,3,2,0,0,0
156,CAR,2023-11-19,2,0,8,90,5,45,1,2,33.3,43.8,Sun,10,11,,DAL,L 10-33,13,6,7,0,15,5,33.3,3,3,100.0,311,0,8,90,5,45,13,135,4,4,3,2,2,0,187,59,3.17,68,4.57,2,28:39,3:02,23,7,11,5,16,7,43.8,0,0,,1,1,1,1,1,0,0,0
157,CAR,2023-11-26,1,0,4,35,8,53,1,1,37.5,18.2,Sun,11,12,@,TEN,L 10-17,19,8,7,4,16,6,37.5,3,2,66.7,264,0,4,35,8,53,12,88,2,2,2,1,1,0,258,67,3.85,53,4.98,1,33:49,3:01,15,6,9,0,11,2,18.2,1,1,100.0,1,1,1,1,1,0,0,0
